,user_id,movie_id,rating,timestamp,gender,age,occupation,zip,title,genres,for_testing
219192,5015,2366,2,972931994,M,35,6,92672,King Kong (1933),Action|Adventure|Horror,False
19408,5111,2018,4,962426213,M,35,2,78006,Bambi (1942),Animation|Children's,False
539667,4115,1220,2,965362309,M,25,15,99353,"Blues Brothers, The (1980)",Action|Comedy|Musical,False
523089,2020,3247,4,974679812,M,25,7,45011,Sister Act (1992),Comedy|Crime,False
751415,1395,125,5,975006103,M,25,2,07026,Flirting With Disaster (1996),Comedy,False
897293,3108,1950,4,969499806,M,50,6,22039,In the Heat of the Night (1967),Drama|Mystery,False
452804,5964,2080,3,956997089,M,18,5,97202,Lady and the Tramp (1955),Animation|Children's|Comedy|Musical|Romance,False
922322,454,2596,3,1025237759,M,25,20,55092,SLC Punk! (1998),Comedy|Drama,False
700189,4064,1994,2,965478295,M,45,0,20851,Poltergeist (1982),Horror|Thriller,False
355237,1752,1393,2,975733096,M,25,3,96813,Jerry Maguire (1996),Drama|Romance,False
943920,5594,3357,5,959547613,F,45,0,55419,East-West (Est-ouest) (1999),Drama|Romance,False
211050,1584,1136,5,974736487,M,25,19,45701,Monty Python and the Holy Grail (1974),Comedy,False
831897,4055,837,4,965491737,M,50,0,98826,Matilda (1996),Children's|Comedy,False
775498,474,1457,3,976239489,M,25,17,92126,Fools Rush In (1997),Comedy|Romance,False
478749,4268,1012,3,965305923,F,45,20,04046,Old Yeller (1957),Children's|Drama,False
801973,1053,1785,4,974954376,M,35,0,18360,King of New York (1990),Action|Crime,False
966349,4425,308,3,965107948,M,35,7,98607,Three Colors: White (1994),Drama,False
874388,855,835,3,976416981,F,18,2,72701,Foxfire (1996),Drama,False
559866,5854,231,3,958274061,M,45,7,33135,Dumb & Dumber (1994),Comedy,False
288459,3687,1653,3,966317390,F,50,1,62221,Gattaca (1997),Drama|Sci-Fi|Thriller,False
90450,4510,3147,4,964978844,M,45,7,92503,"Green Mile, The (1999)",Drama|Thriller,False
100775,839,3471,5,980758546,M,25,0,98103,Close Encounters of the Third Kind (1977),Drama|Sci-Fi,False
18136,4682,2791,4,965532191,M,25,7,05346,Airplane! (1980),Comedy,False
124320,4048,1372,5,965498223,F,35,1,89431,Star Trek VI: The Undiscovered Country (1991),Action|Adventure|Sci-Fi,False
896849,453,2750,4,977701654,M,18,4,55102,Radio Days (1987),Comedy|Drama,False
756662,4183,175,3,965331538,M,25,1,91730,Kids (1995),Drama,False
396061,70,3510,3,977877962,M,18,4,53703,Frequency (2000),Drama|Thriller,False
661939,3842,2085,4,967983694,F,35,16,92054,101 Dalmatians (1961),Animation|Children's,False
737976,4379,187,3,965175444,M,25,4,27278,Party Girl (1995),Comedy,False
786904,1889,1640,3,976432909,M,18,14,80023,How to Be a Player (1997),Comedy,False
194143,1010,653,2,975218863,M,25,0,10310,Dragonheart (1996),Action|Adventure|Fantasy,False
551123,18,1676,3,978153683,F,18,3,95825,Starship Troopers (1997),Action|Adventure|Sci-Fi|War,False
963230,5623,1194,3,959092807,M,25,11,84109,Up in Smoke (1978),Comedy,False
621881,1181,3516,3,975202516,M,35,7,20716,"Bell, Book and Candle (1958)",Comedy|Romance,False
368530,496,741,4,988513951,M,18,4,55455,Ghost in the Shell (Kokaku kidotai) (1995),Animation|Sci-Fi,False
932346,5762,1024,3,958311688,F,35,6,55125,"Three Caballeros, The (1945)",Animation|Children's|Musical,False
21844,877,2321,3,975270707,M,25,0,90631,Pleasantville (1998),Comedy,False
308048,1626,1884,4,974723749,M,18,4,10010,Fear and Loathing in Las Vegas (1998),Comedy|Drama,False
344201,2024,2469,3,974673647,M,1,19,06614,Peggy Sue Got Married (1986),Comedy|Romance,False
940213,4725,1599,3,963368608,M,35,5,96707-1321,Steel (1997),Action,False
770885,2304,3614,3,974503407,M,45,12,94103,Honeymoon in Vegas (1992),Comedy|Romance,False
792464,2279,3846,3,974561685,M,50,7,08816,Easy Money (1983),Comedy,False
234370,309,1250,4,976553229,M,25,4,16801,"Bridge on the River Kwai, The (1957)",Drama|War,False
819411,5848,1272,5,957782054,M,50,20,20009,Patton (1970),Drama|War,False
897585,590,341,5,975913617,F,35,6,98032,Double Happiness (1994),Drama,False
110707,1252,1225,5,981130860,M,56,13,94134,Amadeus (1984),Drama,False
775451,5575,1381,1,959293644,M,35,7,19808,Grease 2 (1982),Comedy|Musical|Romance,False
397016,1128,300,3,974904438,M,25,1,72701,Quiz Show (1994),Drama,False
802377,118,3062,4,977500951,M,35,17,22315,"Longest Day, The (1962)",Action|Drama|War,False
954210,4448,2866,3,986263306,M,25,14,06880,"Buddy Holly Story, The (1978)",Drama,False
895126,2100,3605,3,974671643,F,25,0,24017,King Creole (1958),Drama|Musical,False
460228,1451,3034,3,987048514,M,35,20,90012,Robin Hood (1973),Animation|Children's,False
908501,4779,978,5,963019402,M,45,3,04011,"Blue Angel, The (Blaue Engel, Der) (1930)",Drama,False
999572,1632,2632,3,974719001,M,25,16,94120,"Saragossa Manuscript, The (Rekopis znaleziony w Saragossie) (1965)",Drama,False
968771,1680,2255,4,974838026,M,25,20,95380,Young Doctors in Love (1982),Comedy,False
20929,3308,2797,5,967975121,F,18,20,15701-1348,Big (1988),Comedy|Fantasy,False
259179,1519,2716,4,974771150,M,18,4,38120,Ghostbusters (1984),Comedy|Horror,False
879029,53,3477,3,977985959,M,25,0,96931,Empire Records (1995),Comedy|Drama,False
886585,2016,93,4,974677451,F,56,2,20783,Vampire in Brooklyn (1995),Comedy|Romance,False
353798,5955,1221,4,957108794,F,25,7,34952,"Godfather: Part II, The (1974)",Action|Crime|Drama,False
27172,3402,527,3,967431116,M,35,20,30306,Schindler's List (1993),Drama|War,False
546434,4942,1230,4,962642771,M,45,12,40515,Annie Hall (1977),Comedy|Romance,False
905362,3971,2057,4,1028782240,F,18,4,80228,"Incredible Journey, The (1963)",Adventure|Children's,False
515382,2348,1204,3,974412577,M,50,12,06082,Lawrence of Arabia (1962),Adventure|War,False
678002,1059,2014,2,974966132,F,25,0,97213,Freaky Friday (1977),Children's|Comedy,False
665553,4271,1876,3,965306920,M,35,7,83405,Deep Impact (1998),Action|Drama|Sci-Fi|Thriller,False
784656,5795,455,3,958079978,M,25,1,92688,Free Willy (1993),Adventure|Children's|Drama,False
3310,1889,3408,4,974692425,M,18,14,80023,Erin Brockovich (2000),Drama,False
396031,5689,805,4,961988496,M,25,0,84119,"Time to Kill, A (1996)",Drama,False
565096,2751,342,3,973197996,F,25,16,28120,Muriel's Wedding (1994),Comedy|Romance,False
457057,4750,3608,3,963192885,F,25,0,91107,Pee-wee's Big Adventure (1985),Comedy,False
729470,3942,2478,2,967035500,M,18,4,49855,Three Amigos! (1986),Comedy|Western,False
984614,1242,3161,5,974832121,F,35,0,10014,Onegin (1999),Drama,False
904452,2199,2310,4,974606899,M,1,10,60613,"Mighty, The (1998)",Drama,False
282284,3017,2599,4,975010873,F,35,9,85255,Election (1999),Comedy,False
324754,4269,2406,3,965302778,M,35,18,27603,Romancing the Stone (1984),Action|Adventure|Comedy|Romance,False
268009,2244,2291,4,974598056,M,1,10,60565,Edward Scissorhands (1990),Drama|Romance,False
978488,235,988,4,1018414285,M,25,0,98153,Grace of My Heart (1996),Comedy|Drama,False
308500,2679,1885,3,973392077,F,18,4,02143,"Opposite of Sex, The (1998)",Comedy|Drama,False
852410,4736,1620,3,963298635,M,18,20,91505,Kiss the Girls (1997),Crime|Drama|Thriller,False
476306,2996,1376,3,972413670,M,18,0,63011,Star Trek IV: The Voyage Home (1986),Action|Adventure|Sci-Fi,False
345588,5506,2100,4,959728195,F,18,14,60610,Splash (1984),Comedy|Fantasy|Romance,False
841032,2909,965,5,971882100,M,25,7,43228,"39 Steps, The (1935)",Thriller,False
944201,127,3754,2,987207177,F,45,3,01770,"Adventures of Rocky and Bullwinkle, The (2000)",Animation|Children's|Comedy,False
419173,531,3270,4,978971034,F,18,14,22206,"Cutting Edge, The (1992)",Drama,False
539067,1540,1220,4,974770506,M,45,0,97214,"Blues Brothers, The (1980)",Action|Comedy|Musical,False
729444,3773,2478,4,966047017,M,35,6,50265,Three Amigos! (1986),Comedy|Western,False
566816,4658,788,3,963966530,M,25,4,99163,"Nutty Professor, The (1996)",Comedy|Fantasy|Romance|Sci-Fi,False
673781,4447,44,2,965167820,M,45,5,32953,Mortal Kombat (1995),Action|Adventure,False
300949,1687,1732,3,974710105,M,25,3,85013,"Big Lebowski, The (1998)",Comedy|Crime|Mystery|Thriller,False
679136,531,616,3,979155700,F,18,14,22206,"Aristocats, The (1970)",Animation|Children's,False
778421,5523,38,3,959645864,M,35,0,60187,It Takes Two (1995),Comedy,False
29120,660,1097,3,975698429,M,45,16,70507,E.T. the Extra-Terrestrial (1982),Children's|Drama|Fantasy|Sci-Fi,False
285376,5151,2959,5,961985656,M,18,19,30662,Fight Club (1999),Drama,False
762937,5394,3422,3,1001115110,M,18,0,60618,She's Gotta Have It (1986),Comedy|Romance,False
128717,721,1196,4,981598262,F,35,9,97520,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Drama|Sci-Fi|War,False
27411,4009,527,5,965545510,M,18,7,44039,Schindler's List (1993),Drama|War,False
877736,2179,170,3,974609554,F,25,0,28304,Hackers (1995),Action|Crime|Thriller,False
274739,2457,968,3,974180363,M,25,0,60656,Night of the Living Dead (1968),Horror|Sci-Fi,False
661323,5754,2153,1,958270276,F,18,1,60640,"Avengers, The (1998)",Action|Adventure,False
806966,2457,2065,3,974179436,M,25,0,60656,"Purple Rose of Cairo, The (1985)",Comedy|Drama|Romance,False
552903,5787,208,2,1001123114,M,25,20,90802,Waterworld (1995),Action|Adventure,False
826573,4666,3169,2,964799160,M,35,1,53704,"Falcon and the Snowman, The (1984)",Drama,False
504294,3029,520,4,970365327,M,18,4,92037,Robin Hood: Men in Tights (1993),Comedy,False
724104,392,2792,2,976297461,M,18,7,20037,Airplane II: The Sequel (1982),Comedy,False
485232,4908,924,5,962680136,M,35,15,85282,2001: A Space Odyssey (1968),Drama|Mystery|Sci-Fi|Thriller,False
475806,245,1376,3,976732723,M,35,16,66046,Star Trek IV: The Voyage Home (1986),Action|Adventure|Sci-Fi,False
32111,3683,1721,4,966522672,M,25,2,30606,Titanic (1997),Drama|Romance,False
947088,2796,2121,1,997319320,M,25,14,92104,Cujo (1983),Horror|Thriller,False
183351,5779,3421,5,958156856,M,25,5,10011,Animal House (1978),Comedy,False
922829,5844,2672,4,957801404,F,1,10,02131,"Thirteenth Floor, The (1999)",Drama|Sci-Fi|Thriller,False
939235,1607,2714,3,974732797,M,45,1,02135,"Wood, The (1999)",Drama,False
970389,973,2022,3,975860354,F,25,1,80026,"Last Temptation of Christ, The (1988)",Drama,False
415159,1051,778,4,987217496,F,25,0,60513,Trainspotting (1996),Drama,False
207954,1647,3671,5,974805554,M,18,18,98118,Blazing Saddles (1974),Comedy|Western,False
120527,1806,1265,5,974736998,M,18,4,22032,Groundhog Day (1993),Comedy|Romance,False
816017,3367,3504,5,970080567,M,50,16,10025,Network (1976),Comedy|Drama,False
600082,5744,832,3,958365017,F,25,4,66044,Ransom (1996),Drama|Thriller,False
826346,5281,3167,4,961103442,M,25,2,90210,Carnal Knowledge (1971),Drama,False
151992,411,1124,3,978452902,F,45,1,43214,On Golden Pond (1981),Drama,False
214273,1522,1214,4,974745350,M,35,20,10025,Alien (1979),Action|Horror|Sci-Fi|Thriller,False
967396,4088,3858,4,966800843,M,25,3,77057,Cecil B. Demented (2000),Comedy,False
93944,3476,3255,1,967210601,M,50,0,44126,"League of Their Own, A (1992)",Comedy|Drama,False
824163,245,2921,3,976828305,M,35,16,66046,High Plains Drifter (1972),Western,False
542145,5955,2968,5,957108454,F,25,7,34952,Time Bandits (1981),Adventure|Fantasy|Sci-Fi,False
969363,4169,564,2,978661132,M,50,0,66048,Chasers (1994),Comedy,False
455031,3963,750,5,977982156,M,50,20,30030,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),Sci-Fi|War,False
915888,2986,2290,4,970812659,M,25,4,24060,Stardust Memories (1980),Comedy|Drama,False
843060,4957,2474,3,962907163,M,25,2,48197,"Color of Money, The (1986)",Drama,False
974477,5289,1943,3,961082376,M,45,2,94102,"Greatest Show on Earth, The (1952)",Drama,False
924423,2073,3112,5,974758126,F,18,4,13148,'Night Mother (1986),Drama,False
246333,859,1909,4,975343757,M,25,12,10128,"X-Files: Fight the Future, The (1998)",Mystery|Sci-Fi|Thriller,False
223488,2581,2947,5,974065784,M,25,11,60611,Goldfinger (1964),Action,False
506177,5531,1129,4,959620182,M,50,17,09056,Escape from New York (1981),Action|Adventure|Sci-Fi|Thriller,False
490995,5452,858,4,959932443,M,35,6,10011,"Godfather, The (1972)",Action|Crime|Drama,False
171947,5353,1784,4,960616609,M,25,6,77030,As Good As It Gets (1997),Comedy|Drama,False
892785,1010,2606,1,975222496,M,25,0,10310,Idle Hands (1999),Comedy|Horror,False
404576,2889,1358,4,972055354,M,35,3,55104,Sling Blade (1996),Drama|Thriller,False
79540,1764,434,5,974704271,M,18,0,75149,Cliffhanger (1993),Action|Adventure|Crime,False
455189,4765,750,4,1012020484,F,35,16,03301,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),Sci-Fi|War,False
405702,5607,3178,5,959715728,M,18,4,11209,"Hurricane, The (1999)",Drama,False
243637,1133,1617,3,974887108,M,18,2,90038,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller,False
184566,5854,1641,2,958273061,M,45,7,33135,"Full Monty, The (1997)",Comedy,False
861910,5886,1952,5,957485544,M,25,20,02139,Midnight Cowboy (1969),Drama,False
111321,4051,1225,3,965493866,M,18,14,01604,Amadeus (1984),Drama,False
472071,2274,2174,4,974564696,M,18,2,31401,Beetlejuice (1988),Comedy|Fantasy,False
204518,3313,1304,3,967954350,M,35,20,90292,Butch Cassidy and the Sundance Kid (1969),Action|Comedy|Western,False
467919,3292,765,3,968125385,F,50,6,79410,Jack (1996),Comedy|Drama,False
829450,1369,3844,1,974998668,M,25,5,12308,Steel Magnolias (1989),Drama,False
758793,5135,2915,3,962089714,M,35,7,64055,Risky Business (1983),Comedy,False
688399,3626,2991,4,966607101,M,25,17,75075,Live and Let Die (1973),Action,False
207087,2456,2617,4,974180111,M,25,5,48103,"Mummy, The (1999)",Action|Adventure|Horror|Thriller,False
556343,5403,2706,5,960256563,M,1,10,59801,American Pie (1999),Comedy,False
532722,881,541,5,1014314630,M,18,14,76401,Blade Runner (1982),Film-Noir|Sci-Fi,False
771744,1058,3543,4,974957386,M,25,1,97321,Diner (1982),Comedy|Drama,False
282978,5988,2599,4,959974247,M,25,15,94022,Election (1999),Comedy,False
808311,1758,1297,4,974786558,F,25,0,33067-1400,Real Genius (1985),Comedy,False
437361,3454,1339,1,968196562,M,18,0,92122,Bram Stoker's Dracula (1992),Horror|Romance,False
338425,1693,1947,4,974711288,M,25,12,98684,West Side Story (1961),Musical|Romance,False
452122,1141,2080,3,1005053769,F,25,3,84770,Lady and the Tramp (1955),Animation|Children's|Comedy|Musical|Romance,False
126774,4953,2427,3,962641999,M,35,12,55082,"Thin Red Line, The (1998)",Action|Drama|War,False
530902,222,1073,4,976834803,M,25,1,55116,Willy Wonka and the Chocolate Factory (1971),Adventure|Children's|Comedy|Fantasy,False
78772,195,3030,4,1019707328,M,25,12,10458,Yojimbo (1961),Comedy|Drama|Western,False
465817,1861,1292,4,974698277,M,50,16,92129,Being There (1979),Comedy,False
984959,1297,1863,2,974793105,M,25,7,92109,Major League: Back to the Minors (1998),Comedy,False
741375,3768,196,2,966068330,M,25,4,86314,Species (1995),Horror|Sci-Fi,False
227244,3804,2987,4,965968442,M,25,6,06511,Who Framed Roger Rabbit? (1988),Adventure|Animation|Film-Noir,False
213544,3511,2951,5,966976040,M,50,0,88004,"Fistful of Dollars, A (1964)",Action|Western,False
475542,2624,915,5,973651044,F,35,0,44313,Sabrina (1954),Comedy|Romance,False
319070,1181,1897,3,975013538,M,35,7,20716,High Art (1998),Drama|Romance,False
685818,3328,2042,3,967912367,M,56,19,91790-1161,D2: The Mighty Ducks (1994),Children's|Comedy,False
102037,5983,3471,4,956926143,M,25,3,29208,Close Encounters of the Third Kind (1977),Drama|Sci-Fi,False
808706,1680,2747,2,974708918,M,25,20,95380,"Little Shop of Horrors, The (1960)",Comedy|Horror,False
405861,424,3751,5,976398147,M,25,17,55112,Chicken Run (2000),Animation|Children's|Comedy,False
473989,4085,1374,4,965502032,F,25,6,79416,Star Trek: The Wrath of Khan (1982),Action|Adventure|Sci-Fi,False
908618,1204,3185,3,974844510,M,25,7,95076,Snow Falling on Cedars (1999),Drama,False
473458,1930,1374,3,974691976,M,25,15,94550,Star Trek: The Wrath of Khan (1982),Action|Adventure|Sci-Fi,False
918714,2941,2819,4,971350084,M,35,12,98033,Three Days of the Condor (1975),Thriller,False
106337,2247,1945,4,979275236,M,45,2,60613,On the Waterfront (1954),Crime|Drama,False
847754,203,507,1,976929012,F,18,4,53715,"Perfect World, A (1993)",Action|Drama,False
211875,4745,1136,4,963249668,F,18,4,06268,Monty Python and the Holy Grail (1974),Comedy,False
289599,1579,1729,2,980461479,M,25,0,60201,Jackie Brown (1997),Crime|Drama,False
497388,4238,435,3,965312114,M,35,16,44691,Coneheads (1993),Comedy|Sci-Fi,False
114662,3908,1408,4,965931035,M,25,0,10021,"Last of the Mohicans, The (1992)",Action|Romance|War,False
689150,1366,1258,4,974769824,M,1,10,89509,"Shining, The (1980)",Horror,False
301724,5720,1732,4,958503785,M,25,0,60610,"Big Lebowski, The (1998)",Comedy|Crime|Mystery|Thriller,False
276298,3493,1429,2,967038997,M,25,17,61350,Jackie Chan's First Strike (1996),Action,False
330708,1317,597,4,974784003,M,45,7,98028,Pretty Woman (1990),Comedy|Romance,False
721293,2012,1037,1,974676843,M,25,4,49456,"Lawnmower Man, The (1992)",Action|Sci-Fi|Thriller,False
325745,3529,1101,3,966898217,F,45,1,97361,Top Gun (1986),Action|Romance,False
252293,1974,52,3,974689316,M,35,17,12159,Mighty Aphrodite (1995),Comedy,False
176877,5512,1968,5,959712581,F,25,17,01701,"Breakfast Club, The (1985)",Comedy|Drama,False
10889,4898,594,4,962798682,M,25,1,27713,Snow White and the Seven Dwarfs (1937),Animation|Children's|Musical,False
142183,4107,2571,5,965477544,F,25,0,23221,"Matrix, The (1999)",Action|Sci-Fi|Thriller,False
925162,4680,2439,2,963682814,M,35,0,04473,Affliction (1997),Drama,False
267877,1884,2291,2,975737838,M,45,20,93108,Edward Scissorhands (1990),Drama|Romance,False
409415,5365,2302,4,960502555,M,18,12,90250,My Cousin Vinny (1992),Comedy,False
523336,4360,3247,2,965189935,F,25,9,98001,Sister Act (1992),Comedy|Crime,False
417640,216,1307,4,976862194,M,45,13,52761,When Harry Met Sally... (1989),Comedy|Romance,False
92791,1298,1188,4,974846527,M,35,6,33615,Strictly Ballroom (1992),Comedy|Romance,False
72684,4107,1210,5,965518968,F,25,0,23221,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Romance|Sci-Fi|War,False
921267,1717,3929,4,974705110,F,50,6,30307,"Bank Dick, The (1940)",Comedy,False
299025,3490,913,5,967049263,M,25,0,74136,"Maltese Falcon, The (1941)",Film-Noir|Mystery,False
452398,3029,2080,5,970369323,M,18,4,92037,Lady and the Tramp (1955),Animation|Children's|Comedy|Musical|Romance,False
305057,524,1594,4,976169058,M,18,0,91320,In the Company of Men (1997),Drama,False
252207,881,52,1,975262743,M,18,14,76401,Mighty Aphrodite (1995),Comedy,False
848866,4980,1480,3,962601343,M,25,1,55403,Smilla's Sense of Snow (1997),Action|Drama|Thriller,False
539678,4150,1220,5,965344056,M,25,0,29672,"Blues Brothers, The (1980)",Action|Comedy|Musical,False
177417,2826,1244,4,972600957,M,35,12,10011,Manhattan (1979),Comedy|Drama|Romance,False
379698,3679,269,1,980533488,M,25,4,68108,My Crazy Life (Mi vida loca) (1993),Drama,False
704152,5605,3752,2,987646901,F,18,2,95008,"Me, Myself and Irene (2000)",Comedy,False
958762,2674,3819,5,973413583,M,25,4,94110,Tampopo (1986),Comedy,False
330292,4708,3508,4,963595026,M,25,0,60647,"Outlaw Josey Wales, The (1976)",Western,False
683735,1182,3911,3,997211723,M,1,10,91326,Best in Show (2000),Comedy,False
906072,5312,2365,3,981260731,M,25,1,10463,King Kong vs. Godzilla (Kingukongu tai Gojira) (1962),Action|Sci-Fi,False
461234,4508,2161,3,964980167,M,25,20,15701,"NeverEnding Story, The (1984)",Adventure|Children's|Fantasy,False
666635,2185,2248,4,975363032,M,45,17,27502,Say Anything... (1989),Comedy|Drama|Romance,False
51221,4888,1029,5,962738594,F,56,0,08055,Dumbo (1941),Animation|Children's|Musical,False
532721,869,541,3,975393360,M,18,20,92026,Blade Runner (1982),Film-Noir|Sci-Fi,False
227242,3796,2987,4,966017154,M,45,14,02021,Who Framed Roger Rabbit? (1988),Adventure|Animation|Film-Noir,False
759436,678,2352,5,978703051,M,25,0,34952,"Big Chill, The (1983)",Comedy|Drama,False
819284,4732,1272,5,963637719,M,25,14,24450,Patton (1970),Drama|War,False
366750,3585,1059,2,966694882,M,35,20,60640,William Shakespeare's Romeo and Juliet (1996),Drama|Romance,False
521438,1094,539,4,974930318,F,18,0,92626,Sleepless in Seattle (1993),Comedy|Romance,False
735243,2484,1845,3,974146568,M,45,5,31901,Zero Effect (1998),Comedy|Thriller,False
402364,3182,1060,4,968779905,M,25,12,12866,Swingers (1996),Comedy|Drama,False
488182,5256,3704,3,961295922,M,25,16,30269,Mad Max Beyond Thunderdome (1985),Action|Sci-Fi,False
372866,531,3173,3,978973007,F,18,14,22206,Any Given Sunday (1999),Drama,False
54789,5754,2028,4,958268834,F,18,1,60640,Saving Private Ryan (1998),Action|Drama|War,False
581323,5788,3070,3,958109067,M,25,0,92646,"Adventures of Buckaroo Bonzai Across the 8th Dimension, The (1984)",Adventure|Comedy|Sci-Fi,False
389167,5395,1673,4,969592873,M,50,1,13224,Boogie Nights (1997),Drama,False
935660,3018,2347,4,970590337,M,35,0,45242,"Pope of Greenwich Village, The (1984)",Action,False
585088,4287,1587,4,965277805,M,25,7,35244,Conan the Barbarian (1982),Action|Adventure,False
890434,5978,2349,3,964187628,M,35,1,49307,Mona Lisa (1986),Comedy|Thriller,False
181320,1890,1247,3,974781998,M,50,6,94702,"Graduate, The (1967)",Drama|Romance,False
692000,4137,2064,5,965348393,M,25,7,91941,Roger & Me (1989),Comedy|Documentary,False
746999,4167,2410,2,965334866,M,25,20,22032,Rocky III (1982),Action|Drama,False
814904,1503,1183,4,974763858,M,25,12,92688,"English Patient, The (1996)",Drama|Romance|War,False
93414,575,3255,4,975989135,M,25,12,92130,"League of Their Own, A (1992)",Comedy|Drama,False
61023,4647,3068,4,963968140,M,35,20,80222,"Verdict, The (1982)",Drama,False
252478,4867,52,4,962816553,M,25,16,04101,Mighty Aphrodite (1995),Comedy,False
559553,3067,231,4,970001678,F,25,0,02148,Dumb & Dumber (1994),Comedy,False
692178,5367,2064,4,960503153,M,18,4,55344,Roger & Me (1989),Comedy|Documentary,False
836481,1448,2088,3,977260991,F,25,3,17522,Popeye (1980),Adventure|Comedy|Musical,False
720958,3476,799,1,968952428,M,50,0,44126,"Frighteners, The (1996)",Comedy|Horror,False
252447,4425,52,3,965108367,M,35,7,98607,Mighty Aphrodite (1995),Comedy,False
417300,4387,1233,4,965170941,F,18,4,63109,"Boat, The (Das Boot) (1981)",Action|Drama|War,False
23639,922,1270,4,975209613,M,56,16,48009,Back to the Future (1985),Comedy|Sci-Fi,False
944564,3705,2285,3,966284071,M,45,7,30076,If.... (1968),Drama,False
707086,2810,585,1,974846323,F,1,10,64093,"Brady Bunch Movie, The (1995)",Comedy,False
771262,651,1298,4,975708453,M,35,7,20895,Pink Floyd - The Wall (1982),Drama|Musical|War,False
290411,2918,3476,4,973281254,M,25,12,98112,Jacob's Ladder (1990),Horror|Mystery|Thriller,False
229212,1587,39,3,974740324,F,25,3,30308,Clueless (1995),Comedy|Romance,False
530324,2820,1215,3,972666067,F,35,0,02138,Army of Darkness (1993),Action|Adventure|Comedy|Horror|Sci-Fi,False
233971,2872,215,3,972421528,M,25,20,94014,Before Sunrise (1995),Drama|Romance,False
161332,4322,457,4,965251469,F,50,6,75605,"Fugitive, The (1993)",Action|Thriller,False
152174,3390,1124,4,967513868,F,45,20,02476,On Golden Pond (1981),Drama,False
964411,4130,227,3,965355236,M,35,6,48439,Drop Zone (1994),Action,False
891244,5942,950,4,957207263,M,45,1,01867,"Thin Man, The (1934)",Mystery,False
972333,3621,2898,2,966575860,M,18,4,33023,"Dark Half, The (1993)",Horror|Mystery,False
511584,1540,1200,4,974757639,M,45,0,97214,Aliens (1986),Action|Sci-Fi|Thriller|War,False
159105,1585,349,4,974737206,M,56,20,92315,Clear and Present Danger (1994),Action|Adventure|Thriller,False
499687,90,2424,3,993875072,M,56,13,85749,You've Got Mail (1998),Comedy|Romance,False
901983,3656,482,3,966449133,F,45,5,34610,Killing Zoe (1994),Thriller,False
758662,4281,2915,5,965281160,M,56,13,92120,Risky Business (1983),Comedy,False
718686,1542,3052,4,974744446,M,18,17,12054,Dogma (1999),Comedy,False
625391,4659,2369,3,963875954,F,25,14,37076,Desperately Seeking Susan (1985),Comedy|Romance,False
35797,3715,588,5,966266466,M,18,5,55428,Aladdin (1992),Animation|Children's|Comedy|Musical,False
746997,4140,2410,3,965349008,M,25,0,32112,Rocky III (1982),Action|Drama,False
139005,4608,2359,5,964190662,F,25,0,02144,Waking Ned Devine (1998),Comedy,False
816827,3410,154,4,967429602,M,35,1,20653,Belle de jour (1967),Drama,False
497890,4682,3723,4,976405337,M,25,7,05346,Hamlet (1990),Drama,False
627225,53,3932,5,977975993,M,25,0,96931,"Invisible Man, The (1933)",Horror|Sci-Fi,False
791943,1448,94,3,976551824,F,25,3,17522,Beautiful Girls (1996),Drama,False
290301,1641,3476,5,974714449,M,25,0,95819,Jacob's Ladder (1990),Horror|Mystery|Thriller,False
580474,3493,3494,5,967039337,M,25,17,61350,True Grit (1969),Adventure|Western,False
898952,4425,436,2,965110079,M,35,7,98607,Color of Night (1994),Drama|Thriller,False
811256,4425,2936,3,965107251,M,35,7,98607,Sullivan's Travels (1942),Comedy,False
877646,791,170,2,982159670,M,35,7,27511,Hackers (1995),Action|Crime|Thriller,False
140909,1140,2571,2,974880634,F,45,2,73069,"Matrix, The (1999)",Action|Sci-Fi|Thriller,False
142754,5504,2571,4,959733894,M,45,7,85287-2702,"Matrix, The (1999)",Action|Sci-Fi|Thriller,False
849038,2793,1147,5,972931636,M,35,7,70116,When We Were Kings (1996),Documentary,False
716745,59,910,4,977935115,F,50,1,55413,Some Like It Hot (1959),Comedy|Crime,False
923072,4430,1416,2,965103297,F,25,0,94403,Evita (1996),Drama|Musical,False
671891,3651,2404,1,966462674,M,25,14,98103,Rambo III (1988),Action|War,False
741953,1650,2176,3,974761425,M,25,19,94607,Rope (1948),Thriller,False
318048,3498,32,5,966998573,M,25,17,28052,Twelve Monkeys (1995),Drama|Sci-Fi,False
826434,1696,3169,4,974764064,M,35,7,95765,"Falcon and the Snowman, The (1984)",Drama,False
258177,2608,1912,3,973727405,F,25,1,10025,Out of Sight (1998),Action|Crime|Romance,False
579501,2223,10,4,975262411,M,25,2,60123,GoldenEye (1995),Action|Adventure|Thriller,False
884918,1835,89,3,974881937,M,25,19,11501,Nick of Time (1995),Action|Thriller,False
967280,1425,3903,5,1022110576,M,1,10,08872,Urbania (2000),Drama,False
276606,5111,2159,3,962427514,M,35,2,78006,Henry: Portrait of a Serial Killer (1990),Crime|Horror,False
74503,442,1213,4,976241497,M,25,1,55105,GoodFellas (1990),Crime|Drama,False
